gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,pvalb_cor
RP11-844P9.2,1067272,A_32_P30891,158589,centrosomal protein 192kDa pseudogene,643201,5,-0.09677409311013993
RP11-884K10.1,1040303,A_23_P364517,37329,selenoprotein K,58515,3,-0.05016602329557831
RP11-89K11.1,1010871,A_32_P48615,1000325,uncharacterized LOC100128108,100128108,15,-0.0060925698052029095
RP11-904M10.1,1047003,A_23_P407662,10590,killer cell lectin-like receptor subfamily A pseudogene 1,10748,12,0.06766553373026865
RP11-90D4.2,1015774,A_32_P221305,123504,uncharacterized LOC389634,389634,12,-0.27676912270794507
RP13-102H20.1,1034086,A_23_P72968,81414,Rho GTPase activating protein 36,158763,X,-0.5114427955620375
RP13-16H11.1,1011862,A_24_P937158,168507,uncharacterized LOC731789,731789,10,-0.028729604854660022
RP13-254B10.1,1016565,A_24_P269327,58424,uncharacterized DKFZp434F142,84214,7,-0.012196808467669911
RP13-507I23.1,1020222,CUST_13686_PI416261804,1018803,uncharacterized LOC100272228,100272228,X,-0.10938057798018588
RP2,1052132,A_23_P22433,6070,retinitis pigmentosa 2 (X-linked recessive),6102,X,-0.08735266009861621
RP3-402G11.1,1038099,A_24_P341853,57884,selenoprotein O,83642,22,0.3086971053093037
RP3-404F18.2,1070065,A_23_P384825,1011170,SLC25A5 antisense RNA 1 (non-protein coding),100303728,X,0.18240297838574623
RP3-410C9.1,1012832,CUST_4321_PI416261804,94402,uncharacterized LOC284801,284801,20,-0.5074028541509643
RP4-564F22.1,1015598,A_24_P860703,123153,uncharacterized LOC388796,388796,20,-0.02301196001288033
RP4-604K5.1,1030339,A_23_P83463,9267,15 kDa selenoprotein,9403,1,-0.07186130999079669
RP4-665J23.1,1034474,A_24_P401294,80780,uncharacterized LOC149351,149351,1,-0.11334437981592492
RP4-695O20__B.1,1015210,CUST_11643_PI416261804,125348,MIRLET7B host gene (non-protein coding),400931,22,0.22745674490072937
RP4-697K14.1,1021912,A_24_P79199,59597,peroxisomal proliferator-activated receptor A interacting complex 285,85441,20,-0.17615528553180806
RP4-725G10.1,1016657,A_32_P42964,123473,"nuclear protein, transcriptional regulator, 1-like",389493,7,-0.5572267863717861
RP4-726N20.2,1017581,A_32_P188752,1001530,NDUFB2 antisense RNA 1 (non-protein coding),100134713,7,-0.2420309776773986
RP4-751H13.1,1019595,A_32_P146659,125620,ATP6V0E2 antisense RNA 1 (non-protein coding),401431,7,-0.21444484270777228
RP4-758J18.2,1012487,A_24_P781757,80708,uncharacterized LOC148413,148413,1,-0.1254327050061992
RP4-783C10.1,1032415,A_23_P385199,94366,EPH receptor A10,284656,1,-0.0831093901858171
RP4-788L13.1,1048063,A_32_P148538,9746,lipid phosphate phosphatase-related protein type 4,9890,1,-0.7051079031341765
RP4-800G7.1,1016403,A_23_P254442,81229,AI894139 pseudogene,155060,7,0.09060214744711058
RP4-805N21.1,1011439,CUST_2536_PI416261804,180932,uncharacterized LOC729059,729059,1,-0.03184114417980273
RP5-1022P6.1,1041267,A_23_P91350,35541,glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae),56261,20,0.735062241619777
RP5-1027G4.3,1010241,CUST_8697_PI416261804,1000003,uncharacterized LOC100130264,100130264,20,0.1219281154515192
RP5-1068E13.3,1018429,A_23_P68577,28811,uncharacterized LOC29075,29075,20,0.47713567115097116
RP5-1121A15.1,1012396,CUST_3294_PI416261804,167090,uncharacterized LOC645249,645249,7,-0.07014683962473259
RP5-1166H10.2,1063474,CUST_2420_PI416261804,1002819,MATN1 antisense RNA 1 (non-protein coding),100129196,1,0.036448340594022584
RP5-1182A14.1,1016697,A_32_P122373,11049,macrophage stimulating 1 (hepatocyte growth factor-like) pseudogene 2,11209,1,0.022740400464886817
RP5-1187M17.1,1048173,A_23_P380298,9618,ProSAPiP1 protein,9762,20,0.2517223632515521
RP5-820A21.1,1070003,A_24_P76635,166749,ARP3 actin-related protein 3 homolog C (yeast),653857,7,-0.12355260601470013
RP5-860F19.1,1020449,A_23_P131909,1003746,transmembrane protein 239,100288797,20,-0.0725800701487021
RP5-894A10.1,1019714,A_24_P149445,94740,uncharacterized LOC285962,285962,7,-0.024254616061551486
RP5-988G15.1,1010799,A_32_P167856,151140,"CTAGE family, member 9",643854,6,0.06042511152188774
RP5-990P15.1,1031207,CUST_119_PI416379584,125293,chromosome 1 open reading frame 220,400798,1,-0.41042120722871056
RP9,1052137,A_24_P257759,6068,retinitis pigmentosa 9 (autosomal dominant),6100,7,0.24936932156330233
RP9P,1012683,A_24_P75019,134327,retinitis pigmentosa 9 pseudogene,441212,7,0.2711663143838377
RPA1,1052127,A_23_P107073,6085,"replication protein A1, 70kDa",6117,17,0.03541923961041698
RPA2,1052125,A_23_P86133,6086,"replication protein A2, 32kDa",6118,1,-0.3967849602365368
RPA3,1052124,CUST_12747_PI416261804,6087,"replication protein A3, 14kDa",6119,7,0.22526946851905083
RPA4,1044158,A_23_P254212,29668,"replication protein A4, 30kDa",29935,X,-0.2464092828409858
RPAIN,1015702,A_23_P370434,58478,RPA interacting protein,84268,17,0.019121905460459596
RPAP1,1045110,A_23_P3453,25764,RNA polymerase II associated protein 1,26015,15,0.02669269035253929
RPAP2,1038858,A_23_P23542,55674,RNA polymerase II associated protein 2,79871,1,0.005441513504861068
RPAP3,1019705,A_23_P2683,55460,RNA polymerase II associated protein 3,79657,12,-0.23124394163424236
RPE,1052122,A_23_P165301,6088,ribulose-5-phosphate-3-epimerase,6120,2,0.025146720609227475
RPF1,1038641,A_23_P359616,55936,ribosome production factor 1 homolog (S. cerevisiae),80135,1,0.20397688107857517
RPF2,1037821,A_23_P19210,58365,ribosome production factor 2 homolog (S. cerevisiae),84154,6,0.1867940036628816
RPGR,1052131,CUST_1108_PI416573500,6071,retinitis pigmentosa GTPase regulator,6103,X,0.3475084405200458
RPGRIP1L,1019881,A_23_P388489,23077,RPGRIP1-like,23322,16,-0.09454674160949854
RPH3A,1012011,A_23_P76234,22651,rabphilin 3A homolog (mouse),22895,12,0.4691040767593557
RPH3AL,1048512,CUST_40_PI416408490,9360,rabphilin 3A-like (without C2 domains),9501,17,0.07018684802432348
RPIA,1046155,A_23_P131646,22690,ribose 5-phosphate isomerase A,22934,2,0.11256980037631617
RPL10,1052086,A_24_P754803,6102,ribosomal protein L10,6134,X,-0.025716599483953616
RPL10A,1053775,A_23_P251593,4710,ribosomal protein L10a,4736,6,-0.21907961924810895
RPL10L,1034916,CUST_11444_PI416261804,80141,ribosomal protein L10-like,140801,14,-0.016357393106777796
RPL11,1052083,A_23_P62605,6103,ribosomal protein L11,6135,1,-0.09326953381897728
RPL12,1052081,A_23_P217068,6104,ribosomal protein L12,6136,9,-0.41935116842991266
RPL13,1052078,A_24_P142223,6105,ribosomal protein L13,6137,16,-0.09056374424301208
RPL13A,1045612,A_32_P92295,23276,ribosomal protein L13a,23521,19,-0.05515535076990038
RPL13AP17,1013518,CUST_11985_PI416261804,124884,ribosomal protein L13a pseudogene 17,399670,7,0.03641465575930844
RPL13AP3,1012847,CUST_162_PI417507815,166802,ribosomal protein L13a pseudogene 3,645683,14,-0.19080613842114597
RPL13AP5,1017580,CUST_202_PI417507815,171027,ribosomal protein L13a pseudogene 5,728658,10,-0.12378137482197289
RPL13AP6,1017557,CUST_201_PI417507815,150894,ribosomal protein L13a pseudogene 6,644511,10,-0.10228629198522902
RPL13P5,1022459,A_23_P48080,93924,ribosomal protein L13 pseudogene 5,283345,12,0.1162276499858998
RPL14,1022239,A_23_P18292,8925,ribosomal protein L14,9045,3,0.06847561161381846
RPL15,1052075,CUST_4362_PI416261804,6106,ribosomal protein L15,6138,3,-0.14857897296567657
RPL17P20,1022394,A_32_P186981,6107,ribosomal protein L17,6139,18,-0.09973252997868555
RPL18,1052070,CUST_4023_PI416261804,6109,ribosomal protein L18,6141,19,-0.015003054400917036
RPL18AP3,1027117,A_23_P90383,123843,ribosomal protein L18a pseudogene 3,390354,12,-0.01778581677777411
RPL19P12,1052066,A_23_P77779,6111,ribosomal protein L19,6143,17,-0.09356652230004188
RPL21,1010461,A_32_P118258,6112,ribosomal protein L21,6144,13,-0.15397385013044618
RPL21P44,1019327,A_32_P184518,125917,ribosomal protein L21 pseudogene 44,402176,4,-0.2215254396265356
RPL22,1052056,A_32_P210252,6114,ribosomal protein L22,6146,1,-0.14333482737429087
RPL22L1,1019643,A_23_P143958,83601,ribosomal protein L22-like 1,200916,3,0.0028793009361344876
RPL23,1048698,A_23_P26713,9214,ribosomal protein L23,9349,17,-0.10392104214347936
RPL23A,1052048,CUST_2989_PI416261804,6115,ribosomal protein L23a,6147,17,-0.10846099823428891
RPL23AP32,1024907,A_24_P379649,36248,ribosomal protein L23a pseudogene 32,56969,2,-0.1523101321454727
RPL23AP53,1020727,A_24_P323628,167802,ribosomal protein L23a pseudogene 53,644128,8,0.01976428656896766
RPL23AP64,1063804,A_24_P917915,159015,ribosomal protein L23a pseudogene 64,649946,11,0.022585815753996367
RPL23AP7,1035946,A_24_P195693,78687,ribosomal protein L23a pseudogene 7,118433,2,-0.12090305609881877
RPL23AP82,1018449,A_24_P255253,94433,ribosomal protein L23a pseudogene 82,284942,22,-0.08839344788694556
RPL24,1052039,A_23_P256933,6120,ribosomal protein L24,6152,3,-0.1312058246160118
RPL26,1052031,A_32_P190488,6122,ribosomal protein L26,6154,17,-0.21205257377665093
RPL26L1,1043737,A_24_P106306,30603,ribosomal protein L26-like 1,51121,5,-0.1506880352686603
RPL27,1052029,A_23_P141389,6123,ribosomal protein L27,6155,17,-0.16239683156310109
RPL27A,1052022,A_23_P203577,6125,ribosomal protein L27a,6157,11,-0.2697142750342194
RPL28,1018095,A_23_P208358,6126,ribosomal protein L28,6158,19,-0.08249130933697706
RPL29,1052016,CUST_3946_PI416261804,6127,ribosomal protein L29,6159,3,-0.3037373716921259
RPL29P2,1022075,A_24_P7085,78686,ribosomal protein L29 pseudogene 2,118432,17,-0.2959368843066726
RPL3,1052118,A_23_P68942,6090,ribosomal protein L3,6122,22,-0.027376226280327313
RPL30,1052027,A_23_P123330,6124,ribosomal protein L30,6156,8,-0.160409845857951
RPL31,1052015,A_24_P213783,6128,ribosomal protein L31,6160,2,-0.2119131478109696
RPL31P11,1022359,CUST_48_PI417507815,165156,ribosomal protein L31 pseudogene 11,641311,1,-0.16277288270923382
RPL32,1030811,A_23_P18142,6129,ribosomal protein L32,6161,3,-0.29569564859350017
RPL34,1028040,A_23_P7221,6132,ribosomal protein L34,6164,4,-0.1435481018172319
RPL35,1046454,A_23_P112429,11064,ribosomal protein L35,11224,9,-0.25566290992556256
RPL35A,1052013,A_23_P44956,6133,ribosomal protein L35a,6165,3,-0.12103391649329173
RPL36,1063255,CUST_3481_PI416261804,25622,ribosomal protein L36,25873,19,-0.182833336060216
RPL36A,1051994,A_23_P217609,6141,ribosomal protein L36a,6173,X,-0.22083867383835254
RPL36AL,1052011,A_24_P159036,6134,ribosomal protein L36a-like,6166,14,-0.18127403647465737
RPL37,1052007,A_32_P235128,6135,ribosomal protein L37,6167,5,-0.2641806219642947
RPL37A,1052005,A_32_P783,6136,ribosomal protein L37a,6168,2,-0.2429115393951206
RPL38,1021844,A_23_P95879,6137,ribosomal protein L38,6169,17,-0.1410768048621243
RPL39,1052000,A_23_P34018,6138,ribosomal protein L39,6170,X,-0.2472273346499857
RPL39L,1036019,A_23_P29594,78145,ribosomal protein L39-like,116832,3,-0.40036666866370996
RPL3L,1052116,A_23_P118095,6091,ribosomal protein L3-like,6123,16,-0.045987078738749486
RPL3P2,1012446,CUST_3007_PI416261804,78241,ribosomal protein L3 pseudogene 2,116935,6,-0.034539233784896733
RPL4,1052113,A_23_P69431,6092,ribosomal protein L4,6124,15,-0.08935106975818988
RPL5,1052109,A_32_P225604,6093,ribosomal protein L5,6125,1,-0.05965283473467023
RPL6P10,1030536,A_23_P151321,6096,ribosomal protein L6,6128,12,-0.10423126562782431
RPL7,1052103,A_32_P155364,6097,ribosomal protein L7,6129,8,-0.2090253772556285
RPL7A,1052098,A_23_P135084,6098,ribosomal protein L7a,6130,9,-0.008126432487788006
RPL7L1,1032269,A_23_P42163,94708,ribosomal protein L7-like 1,285855,6,-0.11147008389022939
RPL8,1052093,A_23_P31654,6100,ribosomal protein L8,6132,8,-0.06862445198356988
RPL9,1052089,A_23_P7066,6101,ribosomal protein L9,6133,4,-0.09868599522992343
RPLP0P2,1022193,A_32_P308040,76641,"ribosomal protein, large, P0 pseudogene 2",113157,11,-0.2048533573634244
RPLP0P3,1051990,A_32_P116881,6143,"ribosomal protein, large, P0",6175,12,-0.07832620085577131
RPLP1,1051987,A_23_P37445,6144,"ribosomal protein, large, P1",6176,15,-0.24867812827812724
RPLP2,1051985,A_23_P147888,6149,"ribosomal protein, large, P2",6181,11,-0.18967682408382666
RPN1,1051979,A_23_P254340,6152,ribophorin I,6184,3,0.11366737490812277
RPN2,1019191,A_23_P108994,6153,ribophorin II,6185,20,-0.3741490823443709
RPP14,1012620,A_24_P839254,10943,ribonuclease P/MRP 14kDa subunit,11102,3,0.19472996803770137
RPP21,1038824,A_23_P214594,55700,ribonuclease P/MRP 21kDa subunit,79897,6,0.11010004713888437
RPP25,1042534,A_23_P3424,34202,ribonuclease P/MRP 25kDa subunit,54913,15,0.6325438955758894
RPP30,1015139,CUST_8064_PI416261804,10409,ribonuclease P/MRP 30kDa subunit,10556,10,-0.2780073805259547
RPP38,1011242,A_23_P150080,10410,ribonuclease P/MRP 38kDa subunit,10557,10,0.2620706652203499
RPP40,1046951,A_23_P111297,10641,ribonuclease P/MRP 40kDa subunit,10799,6,0.14754628630262853
RPRD1A,1042166,A_24_P382253,34486,regulation of nuclear pre-mRNA domain containing 1A,55197,18,-0.002326908648559764
RPRD1B,1040335,A_24_P250499,37304,regulation of nuclear pre-mRNA domain containing 1B,58490,20,0.024009359993391755
RPRD2,1045877,A_23_P60657,23003,regulation of nuclear pre-mRNA domain containing 2,23248,1,0.055985435928465485
RPRM,1030365,A_23_P5370,35755,"reprimo, TP53 dependent G2 arrest mediator candidate",56475,2,-0.184051127785246
RPRML,1031442,A_32_P3476,122953,reprimo-like,388394,17,0.14979161890505688
RPS10,1051938,A_23_P356484,6171,ribosomal protein S10,6204,6,-0.3394752163161022
RPS10P7,1015575,A_32_P203013,119632,ribosomal protein S10 pseudogene 7,376693,1,-0.20736240964341598
RPS11P5,1051935,A_23_P101532,6172,ribosomal protein S11,6205,19,-0.13397033195501004
RPS12,1051932,CUST_5574_PI416261804,6173,ribosomal protein S12,6206,6,-0.1365743082246417
RPS13P2,1051928,A_23_P24763,6174,ribosomal protein S13,6207,11,0.14489684192012003
RPS14,1025904,A_23_P81492,6175,ribosomal protein S14,6208,5,-0.1236913236158784
RPS15A,1027750,A_24_P221366,6177,ribosomal protein S15a,6210,16,-0.12691735234499305
RPS15P5,1051922,A_24_P225010,6176,ribosomal protein S15,6209,19,-0.12243550439552613
RPS16P1,1051920,A_23_P208850,6184,ribosomal protein S16,6217,19,0.10289276399040455
RPS17,1051916,A_24_P418418,6185,ribosomal protein S17,6218,15,-0.15881886077474192
RPS18,1051914,A_23_P214666,6189,ribosomal protein S18,6222,6,-0.34443061907067235
RPS19,1051910,CUST_3825_PI416261804,6190,ribosomal protein S19,6223,19,-0.29471643848503937
RPS19BP1,1036727,CUST_4928_PI416261804,60064,ribosomal protein S19 binding protein 1,91582,22,0.15533375465203703
RPS2,1051976,A_23_P106708,6154,ribosomal protein S2,6187,16,-0.25227225502569584
RPS20,1051909,A_23_P168898,6191,ribosomal protein S20,6224,8,-0.2675874378298013
RPS21,1016082,A_23_P120660,6194,ribosomal protein S21,6227,20,-0.10578927521748041
RPS23,1051906,A_32_P84605,6195,ribosomal protein S23,6228,5,-0.21427979035325984
RPS24,1020189,A_23_P1206,6196,ribosomal protein S24,6229,10,-0.3178926592485553
RPS25,1051901,A_23_P47357,6197,ribosomal protein S25,6230,11,0.012772199264687147
RPS26P11,1025870,A_23_P116694,134597,ribosomal protein S26 pseudogene 11,441502,X,-0.15376280514734608
RPS26P20,1051900,A_23_P139471,6198,ribosomal protein S26,6231,12,0.0387293413024516
RPS27,1051897,CUST_74_PI417507815,6199,ribosomal protein S27,6232,1,-0.15437546719019102
RPS27A,1016402,A_23_P79732,6200,ribosomal protein S27a,6233,2,-0.21970468547765104
RPS27AP11,1050513,A_23_P56188,7268,ubiquitin A-52 residue ribosomal protein fusion product 1,7311,19,-0.2861253487464526
RPS27L,1043826,A_23_P14734,30547,ribosomal protein S27-like,51065,15,-0.06730624331495345
RPS28,1051892,A_23_P142475,6201,ribosomal protein S28,6234,19,-0.015802768950336978
RPS29,1051888,A_24_P548354,6202,ribosomal protein S29,6235,14,-0.12167350665503693
RPS2P32,1016381,A_23_P157196,90345,ribosomal protein S2 pseudogene 32,256355,7,-0.2845702824656221
RPS3AP47,1051973,A_24_P383999,6156,ribosomal protein S3A,6189,4,-0.19977451426071458
RPS3P3,1063106,CUST_3696_PI416261804,6155,ribosomal protein S3,6188,11,-0.09912856988143748
RPS4X,1051971,A_23_P125519,6158,"ribosomal protein S4, X-linked",6191,X,-0.1837899497311288
RPS4Y1,1051970,CUST_5560_PI416261804,6159,"ribosomal protein S4, Y-linked 1",6192,Y,-0.09736013607740814
RPS4Y2,1022197,A_23_P324384,79842,"ribosomal protein S4, Y-linked 2",140032,Y,-0.00679584849421075
RPS5,1051966,A_23_P208265,6160,ribosomal protein S5,6193,19,0.01980303392242943
RPS6,1051964,A_23_P123563,6161,ribosomal protein S6,6194,9,-0.13173054744170465
RPS6KA1,1028827,A_24_P396650,6162,"ribosomal protein S6 kinase, 90kDa, polypeptide 1",6195,1,-0.014303326664555322
RPS6KA2,1051963,A_23_P335920,6163,"ribosomal protein S6 kinase, 90kDa, polypeptide 2",6196,6,-0.08437765932708785
RPS6KA3,1026951,A_32_P517749,6164,"ribosomal protein S6 kinase, 90kDa, polypeptide 3",6197,X,0.471261440304731
RPS6KA4,1030030,A_23_P35791,8878,"ribosomal protein S6 kinase, 90kDa, polypeptide 4",8986,11,-0.09702121633925505
RPS6KA5,1048796,A_23_P37375,9125,"ribosomal protein S6 kinase, 90kDa, polypeptide 5",9252,14,-0.02396287105827104
RPS6KA6,1044480,A_23_P125596,27075,"ribosomal protein S6 kinase, 90kDa, polypeptide 6",27330,X,-0.05662686412891115
RPS6KB1,1051959,A_23_P141329,6165,"ribosomal protein S6 kinase, 70kDa, polypeptide 1",6198,17,0.29345008721884425
RPS6KB2,1051957,A_23_P24318,6166,"ribosomal protein S6 kinase, 70kDa, polypeptide 2",6199,11,0.040396766835071415
RPS6KC1,1017928,A_23_P104109,26497,"ribosomal protein S6 kinase, 52kDa, polypeptide 1",26750,1,0.1341605593836204
RPS6KL1,1038075,A_24_P153547,57936,ribosomal protein S6 kinase-like 1,83694,14,0.055983427990471714
RPS7,1051954,A_23_P141549,6168,ribosomal protein S7,6201,2,-0.014174876236039581
RPS8,1051951,A_23_P46182,6169,ribosomal protein S8,6202,1,-0.23328237622515052
RPS9,1051950,A_32_P22078,6170,ribosomal protein S9,6203,19,-0.05815959772757837
RPSA,1054625,A_23_P254415,3896,ribosomal protein SA,3921,3,0.23031057418512693
RPSAP15,1062606,A_32_P219657,85677,ribosomal protein SA pseudogene 15,220885,X,0.09113833064386798
RPSAP52,1017844,A_24_P465772,83761,ribosomal protein SA pseudogene 52,204010,12,0.0664237136899774
RPSAP9,1018163,A_24_P508410,180873,ribosomal protein SA pseudogene 9,653162,9,0.23339597294291725
RPTOR,1040613,A_23_P384499,36794,"regulatory associated protein of MTOR, complex 1",57521,17,0.04727396908464141
RPUSD1,1036348,A_23_P49269,76631,RNA pseudouridylate synthase domain containing 1,113000,16,0.10873050188136833
RPUSD2,1044674,A_23_P309850,26824,RNA pseudouridylate synthase domain containing 2,27079,15,0.4207590844569396
RPUSD3,1012146,CUST_8654_PI416261804,94554,RNA pseudouridylate synthase domain containing 3,285367,3,0.12214068792083924
RPUSD4,1017759,A_23_P75540,59071,RNA pseudouridylate synthase domain containing 4,84881,11,0.04210746291620218
RQCD1,1048956,CUST_50_PI416383280,9002,RCD1 required for cell differentiation1 homolog (S. pombe),9125,2,-0.1276676410621433
RRAD,1015769,A_23_P88849,6203,Ras-related associated with diabetes,6236,16,0.1429980308211487
RRAGA,1047090,A_23_P169117,10523,Ras-related GTP binding A,10670,9,0.14809930358560294
RRAGB,1029960,CUST_10181_PI416261804,10179,Ras-related GTP binding B,10325,X,-0.36848280518267207
RRAGC,1039987,A_23_P97621,40754,Ras-related GTP binding C,64121,1,-0.11753175763361627
RRAGD,1040300,CUST_8576_PI416261804,37342,Ras-related GTP binding D,58528,6,-0.32995873586885766
RRAS,1051886,A_23_P39074,6204,related RAS viral (r-ras) oncogene homolog,6237,19,-0.056774880702760114
RRAS2,1010412,CUST_2435_PI416261804,22556,related RAS viral (r-ras) oncogene homolog 2,22800,11,-0.49654523846388426
RRBP1,1021539,A_23_P120566,6205,ribosome binding protein 1 homolog 180kDa (dog),6238,20,-0.06960329535167317
RRH,1047060,A_23_P253723,10545,retinal pigment epithelium-derived rhodopsin homolog,10692,4,7.659620496900529e-4
RRM1,1051882,A_23_P87351,6207,ribonucleotide reductase M1,6240,11,-0.04324370468393665
RRM2,1051880,A_24_P225616,6208,ribonucleotide reductase M2,6241,2,0.10714804335800696
RRM2B,1044023,CUST_15848_PI416261804,29974,ribonucleotide reductase M2 B (TP53 inducible),50484,8,0.3551040533487681
RRN3,1042763,A_24_P382017,33989,RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae),54700,16,-0.060023327094372685
RRN3P1,1019658,A_24_P296347,169377,RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene 1,730092,16,0.13256845943113366
RRN3P3,1016537,A_32_P138557,1002734,RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene 3,100131998,16,0.08987979434602716
RRP1,1049545,A_23_P80129,8502,ribosomal RNA processing 1 homolog (S. cerevisiae),8568,21,0.24904258123933762
RRP12,1018483,A_23_P24192,22978,ribosomal RNA processing 12 homolog (S. cerevisiae),23223,10,0.424579047997112
RRP15,1043879,A_32_P221822,30501,ribosomal RNA processing 15 homolog (S. cerevisiae),51018,1,0.19422315643369803
RRP1B,1026210,A_24_P944040,22831,ribosomal RNA processing 1 homolog B (S. cerevisiae),23076,21,0.05805987954191464
RRP7A,1044461,CUST_10398_PI416261804,27086,ribosomal RNA processing 7 homolog A (S. cerevisiae),27341,22,-0.5885359551337394
RRP7B,1026062,A_24_P83158,60086,ribosomal RNA processing 7 homolog B (S. cerevisiae),91695,22,-0.34738275526184287
RRP8,1045778,A_23_P356565,23133,"ribosomal RNA processing 8, methyltransferase, homolog (yeast)",23378,11,0.015643918053803527
RRP9,1048940,A_23_P6802,9013,"ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)",9136,3,0.09578051761494777
RRS1,1045911,A_23_P146187,22967,RRS1 ribosome biogenesis regulator homolog (S. cerevisiae),23212,8,0.3100819191057965
RS1,1051878,A_23_P148292,6214,retinoschisin 1,6247,X,-0.3344298485961933
RSAD1,1042003,A_23_P152807,34605,radical S-adenosyl methionine domain containing 1,55316,17,0.175359224813673
RSAD2,1036728,A_24_P28722,60059,radical S-adenosyl methionine domain containing 2,91543,2,0.16008887690738152
RSBN1,1042772,CUST_5014_PI416261804,33956,round spermatid basic protein 1,54665,1,0.08880441040863847
RSBN1L,1033080,CUST_583_PI416379584,85840,round spermatid basic protein 1-like,222194,7,0.08233804464564114
RSC1A1,1051876,A_23_P395534,6215,"regulatory solute carrier protein, family 1, member 1",6248,1,-0.002980276780197743
RSF1,1043111,A_23_P395703,31253,remodeling and spacing factor 1,51773,11,-0.1691533733948957
RSG17,1044814,CUST_15580_PI416261804,26322,regulator of G-protein signaling 17,26575,6,-0.10839299647102447
RSL1D1,1044980,A_23_P54605,25905,ribosomal L1 domain containing 1,26156,16,-0.19211742346996022
RSL24D1,1043666,A_24_P416014,30669,ribosomal L24 domain containing 1,51187,15,-0.003233724788306903
RSL24D1P11,1032473,A_24_P203502,94241,ribosomal L24 domain containing 1 pseudogene 11,284288,18,-0.05619438916129851
RSPH1,1037007,A_23_P102950,59705,radial spoke head 1 homolog (Chlamydomonas),89765,21,-0.4471387536365574
RSPH10B,1033044,A_23_P362736,85881,radial spoke head 10 homolog B (Chlamydomonas),222967,7,-0.2596707067637788
RSPH3,1038010,A_23_P59397,58095,radial spoke 3 homolog (Chlamydomonas),83861,6,0.34505690210368234
RSPH9,1033143,A_24_P55225,85752,radial spoke head 9 homolog (Chlamydomonas),221421,6,-0.6500134929088702
RSPO1,1022350,A_23_P22013,94365,R-spondin 1,284654,1,-0.0582879325781331
RSPO2,1031962,A_23_P258294,109853,R-spondin 2,340419,8,0.49577263060095955
RSPO3,1037305,A_24_P106542,59060,R-spondin 3,84870,6,-0.5602257133784495
RSPO4,1024013,CUST_609_PI416379584,110083,R-spondin 4,343637,20,-0.3964060731951373
RSPRY1,1036941,CUST_259_PI416379584,59829,ring finger and SPRY domain containing 1,89970,16,-0.030498690293607186
RSRC1,1043511,A_23_P158794,30800,arginine/serine-rich coiled-coil 1,51319,3,0.2420745819832017
RSRC2,1025289,A_23_P53267,41635,arginine/serine-rich coiled-coil 2,65117,12,-0.03675429594434603
RSU1,1051875,A_23_P138417,6218,Ras suppressor protein 1,6251,10,-0.4373830175768193
RTBDN,1038138,A_23_P130653,57789,retbindin,83546,19,-0.49096863163448673
RTCD1,1019083,A_23_P258621,8565,RNA 3'-terminal phosphate cyclase,8634,1,0.02625400701142994
RTDR1,1044605,A_23_P29153,26901,rhabdoid tumor deletion region gene 1,27156,22,-0.20354718668968125
RTEL1,1025323,A_23_P378526,31230,regulator of telomere elongation helicase 1,51750,20,0.37228657239399926
RTF1,1045968,A_24_P390403,22923,"Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",23168,15,-0.004222269622354592
RTKN,1027230,A_23_P120056,6209,rhotekin,6242,2,-0.02533014493605855
RTKN2,1033284,A_24_P13041,85566,rhotekin 2,219790,10,0.679026890946987
RTL1,1031465,A_32_P126485,122813,retrotransposon-like 1,388015,14,0.10053692701590218
RTN1,1028726,A_23_P140290,6219,reticulon 1,6252,14,-0.015941612820776184
RTN2,1051871,A_23_P89902,6220,reticulon 2,6253,19,0.5523645134626369
RTN3,1024944,A_32_P83997,10167,reticulon 3,10313,11,-0.08072843316552421
RTN4,1023457,A_23_P56933,36419,reticulon 4,57142,2,0.09807096734485711
RTN4IP1,1037343,A_23_P122775,59007,reticulon 4 interacting protein 1,84816,6,0.21132401385641666
RTN4R,1039595,CUST_9902_PI416261804,41602,reticulon 4 receptor,65078,22,0.022666324274939736
RTN4RL1,1034666,A_23_P66481,80547,reticulon 4 receptor-like 1,146760,17,-0.16002547721374813
RTN4RL2,1031757,A_32_P528311,110447,reticulon 4 receptor-like 2,349667,11,-9.023249648526028e-4
RTP1,1035267,A_32_P528967,79499,receptor (chemosensory) transporter protein 1,132112,3,-0.3210847752586743
RTP4,1040000,A_23_P166797,40741,receptor (chemosensory) transporter protein 4,64108,3,-0.1183275920176424
RTTN,1045218,A_24_P108301,25663,rotatin,25914,18,-0.22383626442412513
RUFY1,1021174,A_23_P73457,56031,RUN and FYVE domain containing 1,80230,5,0.020518129848140044
RUFY2,1041712,A_24_P380991,34969,RUN and FYVE domain containing 2,55680,10,-0.16768241889675184
RUFY3,1046194,A_24_P362979,22658,RUN and FYVE domain containing 3,22902,4,-0.08429838116481272
RUNDC1,1034648,A_24_P395621,80569,RUN domain containing 1,146923,17,0.04734851012117914
