gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,sst_cor
PQLC3,1035326,A_23_P131375,79446,PQ loop repeat containing 3,130814,2,0.1484598529352465
PRAC,1037619,A_23_P15621,58576,prostate cancer susceptibility candidate,84366,17,-0.19538240189982653
PRAF2,1046444,A_23_P96350,11070,"PRA1 domain family, member 2",11230,X,0.5351874388105806
PRAM1,1037849,A_23_P165219,58317,PML-RARA regulated adaptor molecule 1,84106,19,0.11464210454982711
PRAMEF21,1010362,CUST_550_PI416379584,124084,PRAME family member 21,391001,1,0.047196877905175086
PRAMEF3,1024529,CUST_15256_PI416261804,125829,PRAME family member 3,401940,1,0.033394421045624526
PRAP1,1035936,A_23_P202275,78709,proline-rich acidic protein 1,118471,10,0.13093995352033252
PRB1,1052746,CUST_5563_PI416261804,5510,proline-rich protein BstNI subfamily 1,5542,12,-0.08005564945105885
PRB2,1024753,A_23_P139434,166932,proline-rich protein BstNI subfamily 2,653247,12,-0.41773723336533364
PRB3,1052743,A_23_P116890,5512,proline-rich protein BstNI subfamily 3,5544,12,-0.12747736874639046
PRB4,1052742,A_23_P116872,5513,proline-rich protein BstNI subfamily 4,5545,12,-0.3061361184656888
PRC1,1029392,A_23_P206059,8935,protein regulator of cytokinesis 1,9055,15,-0.30457124949300535
PRCC,1052739,A_23_P23411,5514,papillary renal cell carcinoma (translocation-associated),5546,1,-0.148044981721372
PRCD,1019626,A_24_P517252,1001871,progressive rod-cone degeneration,768206,17,-0.04486129172856254
PRCP,1027598,A_23_P127964,5515,prolylcarboxypeptidase (angiotensinase C),5547,11,0.04596088307874811
PRDM1,1058828,A_23_P350451,636,"PR domain containing 1, with ZNF domain",639,6,-0.18156320800528564
PRDM10,1026906,A_32_P228699,36259,PR domain containing 10,56980,11,0.2846621450041017
PRDM11,1041029,A_23_P13057,36260,PR domain containing 11,56981,11,0.16957378396845782
PRDM12,1040269,A_23_P43317,37759,PR domain containing 12,59335,9,0.3642637160917356
PRDM15,1021358,CUST_4340_PI416261804,40613,PR domain containing 15,63977,21,-0.14571711418503683
PRDM16,1025387,A_32_P225816,40612,PR domain containing 16,63976,1,0.15704060901797645
PRDM2,1017207,A_23_P201079,7753,"PR domain containing 2, with ZNF domain",7799,1,-0.05332804086108197
PRDM4,1046583,CUST_1015_PI416261804,10949,PR domain containing 4,11108,12,-0.1524918853453582
PRDM5,1046585,CUST_10864_PI416261804,10948,PR domain containing 5,11107,4,-0.12132537006749664
PRDM6,1017773,A_32_P222684,60262,PR domain containing 6,93166,5,0.0484595842517061
PRDM8,1020281,A_23_P255328,36257,PR domain containing 8,56978,4,-0.34253398564358906
PRDX1,1023619,A_23_P11995,5020,peroxiredoxin 1,5052,1,0.3748955305328407
PRDX2,1050882,A_23_P142045,6959,peroxiredoxin 2,7001,19,0.36983114385576266
PRDX3,1046799,A_23_P63751,10777,peroxiredoxin 3,10935,10,0.1803292824920945
PRDX4,1015860,A_23_P114232,10402,peroxiredoxin 4,10549,X,0.43820563060354545
PRDX5,1029216,A_23_P12989,25573,peroxiredoxin 5,25824,11,0.42439903504390375
PRDX6,1048397,A_23_P983,9446,peroxiredoxin 6,9588,1,0.35744550825665944
PREB,1047818,A_23_P91114,9968,prolactin regulatory element binding,10113,2,0.2610677425394928
PRELID1P1,1017302,CUST_3108_PI416261804,170472,PRELI domain containing 1 pseudogene 1,728666,6,0.30284465381874565
PRELID2,1034235,A_23_P110585,81150,PRELI domain containing 2,153768,5,-0.014971304760005152
PRELP,1026770,A_23_P51499,5517,proline/arginine-rich end leucine-rich repeat protein,5549,1,0.30409083438393536
PREP,1052737,A_23_P133755,5518,prolyl endopeptidase,5550,6,-0.2734536067899236
PREPL,1021426,A_24_P943193,9439,prolyl endopeptidase-like,9581,2,-0.2507547577084176
PREX1,1040547,A_23_P413641,36853,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1",57580,20,-0.02565052409810027
PREX2,1038562,CUST_926_PI416379584,56044,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",80243,8,0.06966882493313006
PRF1,1052736,CUST_16774_PI416261804,5519,perforin 1 (pore forming protein),5551,10,-0.049055592035691944
PRH1,1018076,A_23_P62042,5522,proline-rich protein HaeIII subfamily 1,5554,12,-0.10502169475714523
PRH2,1020362,A_23_P99076,5523,proline-rich protein HaeIII subfamily 2,5555,12,-0.10314202524696037
PRHOXNB,1015535,CUST_106_PI416573500,152121,parahox cluster neighbor,646625,13,-0.10799828813510493
PRICKLE1,1020270,A_23_P408285,80348,prickle homolog 1 (Drosophila),144165,12,-0.33741016476921687
PRICKLE2,1033827,A_24_P152188,81675,prickle homolog 2 (Drosophila),166336,3,0.3894088959402035
PRICKLE3,1054544,A_23_P348684,3982,prickle homolog 3 (Drosophila),4007,X,0.016816062143912684
PRICKLE4,1044126,CUST_6641_PI416261804,29697,prickle homolog 4 (Drosophila),29964,6,-0.15032514913157347
PRIM1,1052730,A_23_P25019,5525,"primase, DNA, polypeptide 1 (49kDa)",5557,12,-0.21930961890718845
PRIM2,1052727,A_23_P44139,5526,"primase, DNA, polypeptide 2 (58kDa)",5558,6,0.2538474078512518
PRIMA1,1025681,A_23_P502808,80426,proline rich membrane anchor 1,145270,14,-0.11463407086760616
PRINS,1010590,A_32_P10133,1000165,psoriasis associated RNA induced by stress (non-protein coding),100169750,10,-0.014602867937068591
PRKAA1,1052726,CUST_14368_PI416261804,5530,"protein kinase, AMP-activated, alpha 1 catalytic subunit",5562,5,-0.12811732377072907
PRKAA2,1052724,A_32_P94160,5531,"protein kinase, AMP-activated, alpha 2 catalytic subunit",5563,1,0.2604779684169669
PRKAB1,1052720,A_23_P204503,5532,"protein kinase, AMP-activated, beta 1 non-catalytic subunit",5564,12,-0.17728483508507153
PRKAB2,1052719,A_23_P350704,5533,"protein kinase, AMP-activated, beta 2 non-catalytic subunit",5565,1,0.0024420063583730288
PRKACA,1023227,A_24_P399630,5534,"protein kinase, cAMP-dependent, catalytic, alpha",5566,19,0.10665832629804212
PRKACB,1052713,A_24_P62708,5535,"protein kinase, cAMP-dependent, catalytic, beta",5567,1,-0.32595238966013945
PRKACG,1052711,A_23_P71926,5536,"protein kinase, cAMP-dependent, catalytic, gamma",5568,9,0.04506678781516344
PRKAG1,1029850,A_23_P36513,5539,"protein kinase, AMP-activated, gamma 1 non-catalytic subunit",5571,12,0.24258552181383883
PRKAG2,1021742,A_23_P314760,30903,"protein kinase, AMP-activated, gamma 2 non-catalytic subunit",51422,7,-0.03398684676464666
PRKAR1A,1024651,A_23_P433753,5541,"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)",5573,17,0.06881074456012228
PRKAR1B,1052702,A_23_P83599,5543,"protein kinase, cAMP-dependent, regulatory, type I, beta",5575,7,0.2426791675262519
PRKAR2A,1052701,CUST_15627_PI416261804,5544,"protein kinase, cAMP-dependent, regulatory, type II, alpha",5576,3,0.003358902567879415
PRKAR2B,1052698,A_23_P42975,5545,"protein kinase, cAMP-dependent, regulatory, type II, beta",5577,7,0.013073157411446192
PRKCA,1052696,A_24_P916496,5546,"protein kinase C, alpha",5578,17,-0.2876016311464799
PRKCB,1052693,A_23_P206585,5547,"protein kinase C, beta",5579,16,0.06492191769268336
PRKCD,1030581,A_23_P144054,5548,"protein kinase C, delta",5580,3,0.6262018535755801
PRKCDBP,1036388,A_23_P203475,76588,"protein kinase C, delta binding protein",112464,11,0.1412565991539556
PRKCE,1052691,A_23_P250564,5549,"protein kinase C, epsilon",5581,2,-0.12372511055709526
PRKCG,1052689,CUST_13757_PI416261804,5550,"protein kinase C, gamma",5582,19,0.3437924498676958
PRKCH,1052686,A_23_P205567,5551,"protein kinase C, eta",5583,14,-0.07556834896465686
PRKCI,1052684,A_23_P18392,5552,"protein kinase C, iota",5584,3,-0.08490895452471753
PRKCQ,1052676,A_23_P1374,5556,"protein kinase C, theta",5588,10,-0.05545816864115152
PRKCSH,1052674,A_24_P396197,5557,protein kinase C substrate 80K-H,5589,19,-0.015154324571232676
PRKCZ,1022933,A_23_P51187,5558,"protein kinase C, zeta",5590,1,0.15880248969115016
PRKD1,1052678,A_23_P106016,5555,protein kinase D1,5587,14,0.06696385575549975
PRKD2,1018021,A_23_P78802,25614,protein kinase D2,25865,19,0.1480921859438604
PRKD3,1045437,A_24_P162911,23436,protein kinase D3,23683,2,0.012251351078166304
PRKDC,1012134,A_23_P9603,5559,"protein kinase, DNA-activated, catalytic polypeptide",5591,8,0.2224939961495053
PRKG1,1019544,A_23_P158811,5560,"protein kinase, cGMP-dependent, type I",5592,10,0.3279003663310858
PRKG2,1052672,CUST_11310_PI416261804,5561,"protein kinase, cGMP-dependent, type II",5593,4,0.0038597327826788153
PRKRA,1016214,A_23_P91019,8509,"protein kinase, interferon-inducible double stranded RNA dependent activator",8575,2,-0.019085215063581233
PRKRIP1,1039060,A_23_P82316,55509,PRKR interacting protein 1 (IL11 inducible),79706,7,-0.07921511550199899
PRKRIR,1052642,A_23_P203686,5580,"protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)",5612,11,0.05875374994170527
PRKX,1052641,A_23_P217339,5581,"protein kinase, X-linked",5613,X,0.21256743443792148
PRKY,1052639,A_23_P137248,5584,"protein kinase, Y-linked, pseudogene",5616,Y,-0.10296484814309453
PRLH,1043842,A_23_P143006,30534,prolactin releasing hormone,51052,2,-0.12303545203459751
PRLHR,1021602,CUST_4854_PI416261804,2817,prolactin releasing hormone receptor,2834,10,-0.2061862025385751
PRM2,1052630,CUST_16465_PI416261804,5588,protamine 2,5620,16,-0.037695012291724346
PRM3,1040295,A_23_P305470,37345,protamine 3,58531,16,-0.04664569495474026
PRMT1,1055466,A_23_P39088,3256,protein arginine methyltransferase 1,3276,19,0.31617964946922456
PRMT10,1036805,A_23_P41541,59972,protein arginine methyltransferase 10 (putative),90826,4,-0.1099040459875375
PRMT2,1030488,A_24_P151498,3255,protein arginine methyltransferase 2,3275,21,0.4641875929633518
PRMT3,1018772,A_23_P9894,10050,protein arginine methyltransferase 3,10196,11,-0.006925806660166676
PRMT5,1022982,A_23_P76851,10272,protein arginine methyltransferase 5,10419,14,0.17371429699882773
PRMT6,1042208,A_23_P12336,34459,protein arginine methyltransferase 6,55170,1,0.494987225615379
PRMT7,1042878,A_23_P77430,33787,protein arginine methyltransferase 7,54496,16,-0.29885890431179724
PRMT8,1041241,CUST_10960_PI416261804,35621,protein arginine methyltransferase 8,56341,12,-0.3471790620571136
PRNP,1020181,A_24_P914134,5589,prion protein,5621,20,-0.1807404832681534
PRO2012,1064005,A_23_P62793,34767,uncharacterized protein PRO2012,55478,1,-0.27044940818543
PRO2852,1061614,A_23_P350879,77076,uncharacterized protein PRO2852,114224,9,-0.14306577166691908
PROCA1,1034642,A_23_P427148,80574,protein interacting with cyclin A1,147011,17,0.415019574627131
PROCR,1047266,A_23_P80040,10397,"protein C receptor, endothelial",10544,20,0.07349901788089344
PRODH,1052623,A_23_P68786,5593,proline dehydrogenase (oxidase) 1,5625,22,0.22300087749162298
PRODH2,1053625,A_23_P5200,4837,"nephrosis 1, congenital, Finnish type (nephrin)",4868,19,0.3160964322262315
PROKR1,1046868,A_23_P416089,10729,prokineticin receptor 1,10887,2,-0.022980721054455568
PROM1,1049238,A_23_P258463,8765,prominin 1,8842,4,0.12966016153127036
PROM2,1034389,CUST_11446_PI416261804,80916,prominin 2,150696,2,-0.09114871853238367
PROP1,1052621,A_23_P135848,5594,PROP paired-like homeobox 1,5626,5,-0.14315561916672748
PROS1,1052618,A_23_P73114,5595,protein S (alpha),5627,3,0.22311206945854842
PROSC,1046474,A_23_P45166,11052,proline synthetase co-transcribed homolog (bacterial),11212,8,0.3142970822516545
PROX1,1052616,A_23_P137634,5597,prospero homeobox 1,5629,1,-0.0733361378886187
PRPF18,1049562,A_23_P127195,8493,PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae),8559,10,0.01162893294033028
PRPF19,1044466,A_23_P52978,27084,PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae),27339,11,0.10512605903231557
PRPF3,1048946,A_23_P97573,9006,PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae),9129,1,-0.014274426083956944
PRPF31,1045020,A_23_P142018,25870,PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae),26121,19,0.22010665710875335
PRPF38A,1027434,A_24_P97001,59140,PRP38 pre-mRNA processing factor 38 (yeast) domain containing A,84950,1,-0.007274315450108435
PRPF38B,1042271,A_24_P222844,34408,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B,55119,1,-0.04994632814118093
PRPF39,1042378,A_23_P163113,34304,PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae),55015,14,-0.060639850873020464
PRPF4,1048948,A_23_P60537,9005,PRP4 pre-mRNA processing factor 4 homolog (yeast),9128,9,-0.034510258270306966
PRPF40A,1020676,A_23_P16762,34949,PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae),55660,2,-0.06146630911628751
PRPF40B,1045366,CUST_83_PI416261804,25517,PRP40 pre-mRNA processing factor 40 homolog B (S. cerevisiae),25766,12,-0.12294447753861973
PRPF4B,1049179,A_24_P941787,8820,PRP4 pre-mRNA processing factor 4 homolog B (yeast),8899,6,-0.26958145033307657
PRPF6,1045375,A_23_P154539,23899,PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae),24148,20,0.20991591141047986
PRPF8,1047196,A_32_P402521,10447,PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae),10594,17,0.09211979661657081
PRPH,1052614,A_23_P13713,5598,peripherin,5630,12,0.06371470621766989
PRPH2,1052244,A_23_P214459,5929,"peripherin 2 (retinal degeneration, slow)",5961,6,0.465224314728814
PRPS1,1052612,A_23_P95764,5599,phosphoribosyl pyrophosphate synthetase 1,5631,X,0.3579032458773617
PRPS1L1,1033107,A_32_P192823,85800,phosphoribosyl pyrophosphate synthetase 1-like 1,221823,7,0.21875129159563603
PRPS2,1022803,A_23_P96641,5602,phosphoribosyl pyrophosphate synthetase 2,5634,X,-0.3774525072725244
PRPSAP1,1052610,A_23_P15305,5603,phosphoribosyl pyrophosphate synthetase-associated protein 1,5635,17,-0.014861620149042956
PRPSAP2,1052608,A_23_P49646,5604,phosphoribosyl pyrophosphate synthetase-associated protein 2,5636,17,0.2338639592335325
PRR10,1012925,CUST_3594_PI416261804,93869,KIRREL3 antisense RNA 3 (non-protein coding),283165,11,-0.0958636064849208
PRR11,1060607,A_23_P207301,35060,proline rich 11,55771,17,-0.1896687194533243
PRR12,1015808,A_23_P55948,36752,proline rich 12,57479,19,0.10781335801678697
PRR13,1042917,A_23_P139575,33749,proline rich 13,54458,12,0.43809964974782767
PRR14,1039470,A_23_P49412,54834,proline rich 14,78994,16,-0.07866480761466972
PRR15,1033083,A_23_P431346,85836,proline rich 15,222171,7,-0.0933339140070198
PRR16,1043495,A_23_P92929,30815,proline rich 16,51334,5,-0.3527098555229896
PRR18,1032274,CUST_10098_PI416261804,94687,proline rich 18,285800,6,-0.061547222312214975
PRR19,1032461,CUST_126_PI416379584,94256,proline rich 19,284338,19,0.4042755772471535
PRR20,1035799,CUST_690_PI416379584,78877,proline rich 20A,122183,13,-0.10860400834603148
PRR21,1011924,CUST_2798_PI416261804,165380,proline rich 21,643905,2,-0.040052361783665426
PRR22,1033918,CUST_6553_PI416261804,81583,proline rich 22,163154,19,-0.04529405821104311
PRR24,1018061,A_23_P339744,90302,proline rich 24,255783,19,0.10923847459621636
PRR3,1014230,A_24_P106454,56516,proline rich 3,80742,6,-0.04339118256099461
PRR4,1046380,A_23_P76291,11111,proline rich 4 (lacrimal),11272,12,-0.14650160774961207
PRR5,1029230,A_24_P10890,34904,proline rich 5 (renal),55615,22,0.1345184923786666
PRR5L,1016926,A_23_P116512,55702,proline rich 5 like,79899,11,-0.06696680672333596
PRR7,1038457,A_24_P20807,56532,proline rich 7 (synaptic),80758,5,0.005580301028997817
PRRC1,1035209,A_23_P92948,79567,proline-rich coiled-coil 1,133619,5,0.16071603094586973
PRRG1,1020486,A_23_P254363,5606,proline rich Gla (G-carboxyglutamic acid) 1,5638,X,-0.20728271109794413
PRRG2,1052606,A_23_P67355,5607,proline rich Gla (G-carboxyglutamic acid) 2,5639,19,0.04427802428590073
PRRG3,1039405,A_23_P387537,54897,proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane),79057,X,0.2897515670354964
PRRT1,1038405,A_32_P192474,56634,proline-rich transmembrane protein 1,80863,6,0.31614527988060087
PRRT2,1020147,A_23_P66017,76591,proline-rich transmembrane protein 2,112476,16,-0.12746682902139317
PRRT3,1032327,A_23_P80626,94555,proline-rich transmembrane protein 3,285368,3,-0.294558593420511
PRRX1,1052937,CUST_9244_PI416261804,5364,paired related homeobox 1,5396,1,0.1464379750348243
PRRX2,1043386,CUST_1204_PI416261804,30931,paired related homeobox 2,51450,9,-0.04793247486801147
PRSS1,1068566,A_23_P111766,5612,"protease, serine, 1 (trypsin 1)",5644,7,0.3808192285364811
PRSS12,1049650,A_23_P121637,8426,"protease, serine, 12 (neurotrypsin, motopsin)",8492,4,0.25772811800924117
PRSS16,1047602,A_23_P340131,10133,"protease, serine, 16 (thymus)",10279,6,-0.2043150624430487
PRSS2,1052602,A_32_P94444,5613,"protease, serine, 2 (trypsin 2)",5645,7,0.3216353209570823
PRSS21,1046788,CUST_4879_PI416261804,10784,"protease, serine, 21 (testisin)",10942,16,0.08191500915995709
PRSS23,1033794,CUST_1622_PI416261804,81702,"protease, serine, 35",167681,6,0.5178403374102416
PRSS27,1037980,A_23_P106806,58120,"protease, serine 27",83886,16,0.11106755269255363
PRSS3,1017639,A_23_P135257,5614,"protease, serine, 3",5646,9,0.3488740721278075
PRSS33,1032693,A_23_P89003,92191,"protease, serine, 33",260429,16,-0.05364785023578533
PRSS36,1034676,A_24_P412734,80535,"protease, serine, 36",146547,16,-0.03071620044963348
PRSS45,1031549,CUST_761_PI416379584,119639,"protease, serine, 45",377047,3,0.18060630378723458
PRSS47,1010766,CUST_3428_PI416261804,79750,"protease, serine, 47",138652,9,-0.1305123216296258
PRSS56,1010359,CUST_2713_PI416261804,152201,"protease, serine, 56",646960,2,-0.4022532408690824
PRSS58,1035116,CUST_8046_PI416261804,79680,"protease, serine, 58",136541,7,-0.10047181350791776
PRSS8,1052597,A_24_P150803,5620,"protease, serine, 8",5652,16,-0.010666700824607715
PRSSL1,1031211,A_23_P251805,125214,"protease, serine, 57",400668,19,-0.07389093303672954
PRTFDC1,1041053,A_23_P202004,36231,phosphoribosyl transferase domain containing 1,56952,10,0.022945253367396713
PRTG,1022325,A_32_P65391,94038,protogenin,283659,15,0.16193266171767465
PRTN3,1052593,A_23_P142345,5625,proteinase 3,5657,19,0.19593726161682237
PRUNE,1040322,A_24_P217001,37311,prune homolog (Drosophila),58497,1,0.010783299276194305
PRUNE2,1023369,A_23_P406025,81393,prune homolog 2 (Drosophila),158471,9,-0.0029206994082519866
PRX,1040431,A_23_P429959,36989,periaxin,57716,19,-0.024988765826559216
PRY,1031025,A_23_P11408,135769,"PTPN13-like, Y-linked 2",442862,Y,0.02184690880408556
PSAP,1021030,A_23_P12680,5628,prosaposin,5660,10,0.1306480300403406
PSAT1,1027222,A_23_P259692,29701,phosphoserine aminotransferase 1,29968,9,0.11472997401444601
PSCA,1050011,A_23_P71379,7952,prostate stem cell antigen,8000,8,0.26849613877160794
PSD,1052591,A_23_P115699,5630,pleckstrin and Sec7 domain containing,5662,10,0.2513790562226911
PSD2,1037741,A_23_P30358,58459,pleckstrin and Sec7 domain containing 2,84249,5,0.052109510529104584
PSD3,1023587,A_23_P216167,23117,pleckstrin and Sec7 domain containing 3,23362,8,0.44354937189204663
PSD4,1045564,A_23_P68121,23304,pleckstrin and Sec7 domain containing 4,23550,2,0.35287251430416544
PSEN1,1052589,A_23_P205686,5631,presenilin 1,5663,14,0.044787912935582166
PSEN2,1025452,A_23_P103398,5632,presenilin 2 (Alzheimer disease 4),5664,1,0.21777745874590135
PSENEN,1041490,CUST_14486_PI416261804,35139,presenilin enhancer 2 homolog (C. elegans),55851,19,0.5741259502615782
PSIP1,1016036,A_24_P98371,11009,PC4 and SFRS1 interacting protein 1,11168,9,0.3081507257649666
PSKH1,1052576,A_23_P390596,5649,protein serine kinase H1,5681,16,0.07063611929219883
PSMA1,1052574,A_23_P150286,5650,"proteasome (prosome, macropain) subunit, alpha type, 1",5682,11,0.35087312949132565
PSMA2,1052572,A_23_P345591,5651,"proteasome (prosome, macropain) subunit, alpha type, 2",5683,7,0.3184406584457515
PSMA3,1030403,A_23_P140301,5652,"proteasome (prosome, macropain) subunit, alpha type, 3",5684,14,0.18025033648735128
PSMA4,1018209,A_24_P124992,5653,"proteasome (prosome, macropain) subunit, alpha type, 4",5685,15,-0.082860318634252
PSMA5,1052570,A_23_P86216,5654,"proteasome (prosome, macropain) subunit, alpha type, 5",5686,1,0.40304938822185044
PSMA6,1052567,A_32_P43217,5655,"proteasome (prosome, macropain) subunit, alpha type, 6",5687,14,0.47711738883270016
PSMA7,1052566,A_23_P91468,5656,"proteasome (prosome, macropain) subunit, alpha type, 7",5688,20,0.29414630315562834
PSMB1,1052563,A_24_P233570,5657,"proteasome (prosome, macropain) subunit, beta type, 1",5689,6,0.6084473534415631
PSMB10,1052548,A_23_P140807,5667,"proteasome (prosome, macropain) subunit, beta type, 10",5699,16,0.4101970628891784
PSMB11,1011368,CUST_828_PI416379584,78910,"proteasome (prosome, macropain) subunit, beta type, 11",122706,14,-0.09686056503009022
PSMB2,1052561,A_24_P284893,5658,"proteasome (prosome, macropain) subunit, beta type, 2",5690,1,0.5536078330930749
PSMB3,1052559,A_23_P100576,5659,"proteasome (prosome, macropain) subunit, beta type, 3",5691,17,0.4887694671030526
PSMB4,1052558,CUST_10357_PI416261804,5660,"proteasome (prosome, macropain) subunit, beta type, 4",5692,1,0.26282547876038753
PSMB5,1017524,A_23_P37191,5661,"proteasome (prosome, macropain) subunit, beta type, 5",5693,14,0.37567054227826524
PSMB6,1052555,A_23_P15705,5662,"proteasome (prosome, macropain) subunit, beta type, 6",5694,17,0.4848444045856011
PSMB7,1052553,A_23_P9362,5663,"proteasome (prosome, macropain) subunit, beta type, 7",5695,9,0.5424038211315193
PSMB8,1023145,CUST_15770_PI416261804,5664,"proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)",5696,6,0.08139706743824875
PSMB9,1030426,A_23_P111000,5666,"proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)",5698,6,0.02577863393192275
PSMC1,1052545,A_24_P347488,5668,"proteasome (prosome, macropain) 26S subunit, ATPase, 1",5700,14,0.4010678680403417
PSMC1P4,1017119,A_24_P84873,110183,"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 4",345645,5,0.18970697685146382
PSMC1P9,1012703,CUST_3252_PI416261804,151617,"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 9",643668,12,0.24552048430227344
PSMC2,1052542,A_23_P304287,5669,"proteasome (prosome, macropain) 26S subunit, ATPase, 2",5701,7,0.18022308954689156
PSMC3,1052540,A_23_P104607,5670,"proteasome (prosome, macropain) 26S subunit, ATPase, 3",5702,11,0.3533759060761307
PSMC3IP,1030392,A_24_P287941,29628,PSMC3 interacting protein,29893,17,0.03329079647766851
PSMC5,1052538,A_23_P164035,5673,"proteasome (prosome, macropain) 26S subunit, ATPase, 5",5705,17,0.013084522863223003
PSMC6,1052534,A_24_P381625,5674,"proteasome (prosome, macropain) 26S subunit, ATPase, 6",5706,14,0.27549789776386874
PSMD1,1052532,A_23_P209740,5675,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1",5707,2,0.4136081017460046
PSMD10,1052516,CUST_14352_PI416261804,5684,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10",5716,X,0.11200024888314812
PSMD11,1052513,A_23_P207600,5685,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11",5717,17,0.058699136643656516
PSMD12,1052511,A_23_P77876,5686,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12",5718,17,-0.14163091072774808
PSMD13,1027337,A_23_P75889,5687,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13",5719,11,0.26606547965287997
PSMD14,1047687,A_23_P165691,10067,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14",10213,2,0.1453673419758436
PSMD2,1052530,A_24_P42681,5676,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2",5708,3,0.08766833201833499
PSMD3,1052528,A_23_P26783,5677,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 3",5709,17,-0.012755728665431178
PSMD4,1052526,A_32_P435367,5678,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4",5710,1,0.259373188529663
PSMD5,1052524,A_24_P363802,5679,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 5",5711,9,0.06543970268097182
PSMD6,1048086,A_23_P109928,9717,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 6",9861,3,-0.3705933032265069
PSMD7,1052522,A_23_P106741,5681,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7",5713,16,0.3364933272682436
PSMD8,1052520,A_23_P67466,5682,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8",5714,19,0.3312918061560642
PSMD9,1052519,A_23_P203994,5683,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9",5715,12,0.3701175176993693
PSME1,1052508,A_23_P151610,5688,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)",5720,14,0.3884833256111782
PSME2,1052506,A_23_P65427,5689,"proteasome (prosome, macropain) activator subunit 2 (PA28 beta)",5721,14,0.4983262425738013
PSME3,1047714,A_24_P344307,10051,"proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)",10197,17,0.3628367498976501
PSME4,1045924,CUST_1184_PI416261804,22953,"proteasome (prosome, macropain) activator subunit 4",23198,2,-0.2696002061163938
PSMF1,1027985,A_23_P79911,9351,"proteasome (prosome, macropain) inhibitor subunit 1 (PI31)",9491,20,0.23198948628051774
PSMG1,1030135,A_23_P68717,8555,"proteasome (prosome, macropain) assembly chaperone 1",8624,21,0.29167807439531407
PSMG2,1041028,A_23_P118909,36263,"proteasome (prosome, macropain) assembly chaperone 2",56984,18,-0.1470672470404476
PSMG3,1011832,CUST_6560_PI416261804,58472,"proteasome (prosome, macropain) assembly chaperone 3",84262,7,0.11118883476510506
PSMG4,1010446,CUST_796_PI416379584,123414,"proteasome (prosome, macropain) assembly chaperone 4",389362,6,0.274685077644491
PSORS1C1,1033689,A_23_P133902,81991,psoriasis susceptibility 1 candidate 1,170679,6,0.5713986929863001
PSORS1C2,1033688,A_24_P166434,81992,psoriasis susceptibility 1 candidate 2,170680,6,-0.07688044727524597
PSPC1,1021739,CUST_13304_PI416261804,34558,paraspeckle component 1,55269,13,-0.20063294473714668
PSPH,1052502,A_23_P251984,5691,phosphoserine phosphatase,5723,7,0.27120417336308933
PSPN,1052628,A_23_P410507,5591,persephin,5623,19,-0.1421404176876995
PSRC1,1028262,A_23_P46539,58918,proline/serine-rich coiled-coil 1,84722,1,0.10465313522376098
PSTK,1035924,A_23_P12866,78717,phosphoseryl-tRNA kinase,118672,10,0.1670253212699383
PSTPIP1,1049040,A_23_P48997,8931,proline-serine-threonine phosphatase interacting protein 1,9051,15,0.35219368535639156
PTAFR,1052500,A_23_P51926,5692,platelet-activating factor receptor,5724,1,0.2716067998229807
PTAR1,1016015,A_24_P75158,119609,protein prenyltransferase alpha subunit repeat containing 1,375743,9,-0.04756365481743281
